FunctionID	FunctionName	ID
PTHR10869	PROLYL 4-HYDROXYLASE ALPHA SUBUNIT	P4HTM_HUMAN
PTHR10870	CELL CYCLE CHECKPOINT PROTEIN RAD1	RAD1_HUMAN
PTHR10871	30S RIBOSOMAL PROTEIN S13/40S RIBOSOMAL PROTEIN S18	RS18_HUMAN
PTHR10872	SH2B ADAPTER PROTEIN	SH2B1_HUMAN
PTHR10872	SH2B ADAPTER PROTEIN	SH2B2_HUMAN
PTHR10872	SH2B ADAPTER PROTEIN	SH2B3_HUMAN
PTHR10876	ZINC FINGER PROTEIN ZPR1	ZPR1_HUMAN
PTHR10877	POLYCYSTIN-RELATED	DEN5A_HUMAN
PTHR10877	POLYCYSTIN-RELATED	DEN5B_HUMAN
PTHR10877	POLYCYSTIN-RELATED	LOXH1_HUMAN
PTHR10877	POLYCYSTIN-RELATED	PK1L1_HUMAN
PTHR10877	POLYCYSTIN-RELATED	PK1L2_HUMAN
PTHR10877	POLYCYSTIN-RELATED	PK2L1_HUMAN
PTHR10877	POLYCYSTIN-RELATED	PK2L2_HUMAN
PTHR10877	POLYCYSTIN-RELATED	PKD1_HUMAN
PTHR10877	POLYCYSTIN-RELATED	PKD2_HUMAN
PTHR10877	POLYCYSTIN-RELATED	PKDRE_HUMAN
PTHR10878	SEGMENT POLARITY PROTEIN DISHEVELLED	DIXC1_HUMAN
PTHR10878	SEGMENT POLARITY PROTEIN DISHEVELLED	DVL1_HUMAN
PTHR10878	SEGMENT POLARITY PROTEIN DISHEVELLED	DVL2_HUMAN
PTHR10878	SEGMENT POLARITY PROTEIN DISHEVELLED	DVL3_HUMAN
PTHR10880	MORTALITY FACTOR 4-LIKE PROTEIN	MO4L1_HUMAN
PTHR10880	MORTALITY FACTOR 4-LIKE PROTEIN	MO4L2_HUMAN
PTHR10880	MORTALITY FACTOR 4-LIKE PROTEIN	MS3L1_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG6A_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG6B_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG6C_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG6D_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG8A_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG8B_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG8F_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG8H_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG8I_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOG8J_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	GOGA2_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	H3BMP0_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	H3BPF8_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	H3BQL2_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	H3BSI0_HUMAN
PTHR10881	GOLGIN SUBFAMILY A MEMBER-RELATED	H3BV12_HUMAN
PTHR10882	DIPHTHINE SYNTHASE	DPH5_HUMAN
PTHR10884	NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 3	NDUS3_HUMAN
PTHR10885	ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE	IDI1_HUMAN
PTHR10885	ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE	IDI2_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	AQR_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	CT55_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	DNA2_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	HELZ_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	M10L1_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	MOV10_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	RENT1_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	SETX_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	SMBP2_HUMAN
PTHR10887	DNA2/NAM7 HELICASE FAMILY	ZNFX1_HUMAN
PTHR10889	DEOXYRIBOSE-PHOSPHATE ALDOLASE	DEOC_HUMAN
PTHR10890	CYSTEINYL-TRNA SYNTHETASE	SYCC_HUMAN
PTHR10890	CYSTEINYL-TRNA SYNTHETASE	SYCM_HUMAN
PTHR10891	EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN	CAPSL_HUMAN
PTHR10891	EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN	CAYP1_HUMAN
PTHR10891	EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN	CAYP2_HUMAN
PTHR10891	EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN	EFC11_HUMAN
PTHR10891	EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN	EFCB6_HUMAN
PTHR10891	EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN	K1045_HUMAN
PTHR10891	EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN	SPT21_HUMAN
PTHR10894	NUCLEOLAR PROTEIN 5 (NUCLEOLAR PROTEIN NOP5)(NOP58)	NOP56_HUMAN
PTHR10894	NUCLEOLAR PROTEIN 5 (NUCLEOLAR PROTEIN NOP5)(NOP58)	NOP58_HUMAN
PTHR10896	GALACTOSYLGALACTOSYLXYLOSYLPROTEIN 3-BETA-GLUCURONOSYLTRANSFERASE (BETA-1,3-GLUCURONYLTRANSFERASE)	B3GA1_HUMAN
PTHR10896	GALACTOSYLGALACTOSYLXYLOSYLPROTEIN 3-BETA-GLUCURONOSYLTRANSFERASE (BETA-1,3-GLUCURONYLTRANSFERASE)	B3GA2_HUMAN
PTHR10896	GALACTOSYLGALACTOSYLXYLOSYLPROTEIN 3-BETA-GLUCURONOSYLTRANSFERASE (BETA-1,3-GLUCURONYLTRANSFERASE)	B3GA3_HUMAN
PTHR10898	MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM9	TIM9_HUMAN
PTHR10900	PERIOSTIN-RELATED	BGH3_HUMAN
PTHR10900	PERIOSTIN-RELATED	POSTN_HUMAN
PTHR10901	TROPOMODULIN	LMOD1_HUMAN
PTHR10901	TROPOMODULIN	LMOD2_HUMAN
PTHR10901	TROPOMODULIN	LMOD3_HUMAN
PTHR10901	TROPOMODULIN	TMOD1_HUMAN
PTHR10901	TROPOMODULIN	TMOD2_HUMAN
PTHR10901	TROPOMODULIN	TMOD3_HUMAN
PTHR10901	TROPOMODULIN	TMOD4_HUMAN
PTHR10902	60S RIBOSOMAL PROTEIN L35A	RL35A_HUMAN
PTHR10903	GTPASE, IMAP FAMILY MEMBER-RELATED	GIMA1_HUMAN
PTHR10903	GTPASE, IMAP FAMILY MEMBER-RELATED	GIMA2_HUMAN
PTHR10903	GTPASE, IMAP FAMILY MEMBER-RELATED	GIMA4_HUMAN
PTHR10903	GTPASE, IMAP FAMILY MEMBER-RELATED	GIMA5_HUMAN
PTHR10903	GTPASE, IMAP FAMILY MEMBER-RELATED	GIMA6_HUMAN
PTHR10903	GTPASE, IMAP FAMILY MEMBER-RELATED	GIMA7_HUMAN
PTHR10903	GTPASE, IMAP FAMILY MEMBER-RELATED	GIMA8_HUMAN
PTHR10906	SECY/SEC61-ALPHA FAMILY MEMBER	S61A1_HUMAN
PTHR10906	SECY/SEC61-ALPHA FAMILY MEMBER	S61A2_HUMAN
PTHR10907	REGUCALCIN	RGN_HUMAN
PTHR10908	SEROTONIN N-ACETYLTRANSFERASE	SNAT_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACAD8_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACAD9_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACADL_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACADM_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACADS_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACADV_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACD10_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACD11_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACDSB_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACOX1_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACOX2_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACOX3_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ACOXL_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	ETFA_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	GCDH_HUMAN
PTHR10909	ELECTRON TRANSPORT OXIDOREDUCTASE	IVD_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	ADAD1_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	ADAD2_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	ADAT1_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	DSRAD_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	ILF2_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	ILF3_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	PRKRA_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	RED1_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	RED2_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	STAU1_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	STAU2_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	STRBP_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	TRBP2_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	ZFR2_HUMAN
PTHR10910	EUKARYOTE SPECIFIC DSRNA BINDING PROTEIN	ZFR_HUMAN
PTHR10912	ADP-RIBOSYL CYCLASE	BST1_HUMAN
PTHR10912	ADP-RIBOSYL CYCLASE	CD38_HUMAN
PTHR10913	FOLLISTATIN-RELATED	FSTL1_HUMAN
PTHR10913	FOLLISTATIN-RELATED	FSTL3_HUMAN
PTHR10913	FOLLISTATIN-RELATED	FSTL4_HUMAN
PTHR10913	FOLLISTATIN-RELATED	FSTL5_HUMAN
PTHR10913	FOLLISTATIN-RELATED	FST_HUMAN
PTHR10913	FOLLISTATIN-RELATED	ISK5_HUMAN
PTHR10913	FOLLISTATIN-RELATED	ISK6_HUMAN
PTHR10915	SYNDECAN	SDC1_HUMAN
PTHR10915	SYNDECAN	SDC2_HUMAN
PTHR10915	SYNDECAN	SDC3_HUMAN
PTHR10915	SYNDECAN	SDC4_HUMAN
PTHR10917	DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC3	RPAB3_HUMAN
PTHR10918	HOMER	HOME1_HUMAN
PTHR10918	HOMER	HOME2_HUMAN
PTHR10918	HOMER	HOME3_HUMAN
PTHR10918	HOMER	Q5SSB8_HUMAN
PTHR10920	RIBOSOMAL RNA METHYLTRANSFERASE	RRMJ2_HUMAN
PTHR10920	RIBOSOMAL RNA METHYLTRANSFERASE	SPB1_HUMAN
PTHR10920	RIBOSOMAL RNA METHYLTRANSFERASE	TRM7_HUMAN
PTHR10921	NUCLEAR DISTRIBUTION PROTEIN NUDE HOMOLOG 1	NDE1_HUMAN
PTHR10921	NUCLEAR DISTRIBUTION PROTEIN NUDE HOMOLOG 1	NDEL1_HUMAN
PTHR10924	MAJOR FACILITATOR SUPERFAMILY PROTEIN-RELATED	CA194_HUMAN
PTHR10924	MAJOR FACILITATOR SUPERFAMILY PROTEIN-RELATED	DIRC2_HUMAN
PTHR10924	MAJOR FACILITATOR SUPERFAMILY PROTEIN-RELATED	FLVC1_HUMAN
PTHR10924	MAJOR FACILITATOR SUPERFAMILY PROTEIN-RELATED	FLVC2_HUMAN
PTHR10924	MAJOR FACILITATOR SUPERFAMILY PROTEIN-RELATED	MFSD7_HUMAN
PTHR10925	N-ACETYLTRANSFERASE 10	NAT10_HUMAN
PTHR10926	CELL CYCLE CONTROL PROTEIN 50	CC50A_HUMAN
PTHR10926	CELL CYCLE CONTROL PROTEIN 50	CC50B_HUMAN
PTHR10926	CELL CYCLE CONTROL PROTEIN 50	CC50C_HUMAN
PTHR10927	RIBOSOME MATURATION PROTEIN SBDS	SBDS_HUMAN
PTHR10928	SUPPRESSOR OF FUSED HOMOLOG	SUFU_HUMAN
PTHR10933	IMMUNOGLOBULIN-BINDING PROTEIN 1	IGBP1_HUMAN
PTHR10934	60S RIBOSOMAL PROTEIN L18	RL18_HUMAN
PTHR10937	GLUCOSAMINE--FRUCTOSE-6-PHOSPHATE AMINOTRANSFERASE, ISOMERIZING	GFPT1_HUMAN
PTHR10937	GLUCOSAMINE--FRUCTOSE-6-PHOSPHATE AMINOTRANSFERASE, ISOMERIZING	GFPT2_HUMAN
PTHR10938	TRANSLATION INITIATION FACTOR IF-3	IF3M_HUMAN
PTHR10942	LEISHMANOLYSIN-LIKE PEPTIDASE	LMLN_HUMAN
PTHR10943	26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT	PSMD1_HUMAN
PTHR10943	26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT	PSMD2_HUMAN
PTHR10947	PHENYLALANYL-TRNA SYNTHETASE BETA CHAIN AND LEUCINE-RICH REPEAT-CONTAINING PROTEIN 47	LRC47_HUMAN
PTHR10947	PHENYLALANYL-TRNA SYNTHETASE BETA CHAIN AND LEUCINE-RICH REPEAT-CONTAINING PROTEIN 47	SYFB_HUMAN
PTHR10949	LIPOYL SYNTHASE	LIAS_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	ATG7_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	MOCS3_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	SAE1_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	SAE2_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	UBA1_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	UBA3_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	UBA5_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	UBA6_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	UBA7_HUMAN
PTHR10953	UBIQUITIN-ACTIVATING ENZYME E1	ULA1_HUMAN
PTHR10954	RIBONUCLEASE H2 SUBUNIT A	RNH2A_HUMAN
PTHR10956	60S RIBOSOMAL PROTEIN L31	RL31_HUMAN
PTHR10957	RAP1 GTPASE-GDP DISSOCIATION STIMULATOR 1	GDS1_HUMAN
PTHR10959	PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN NEURONS PROTEIN	PACN1_HUMAN
PTHR10959	PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN NEURONS PROTEIN	PACN2_HUMAN
PTHR10959	PROTEIN KINASE C AND CASEIN KINASE SUBSTRATE IN NEURONS PROTEIN	PACN3_HUMAN
PTHR10960	V(D)J RECOMBINATION-ACTIVATING PROTEIN 2	RAG2_HUMAN
PTHR10961	PEROXISOMAL SARCOSINE OXIDASE	SOX_HUMAN
PTHR10962	INTEGRAL TRANSMEMBRANE PROTEIN 2	ITM2A_HUMAN
PTHR10962	INTEGRAL TRANSMEMBRANE PROTEIN 2	ITM2B_HUMAN
PTHR10962	INTEGRAL TRANSMEMBRANE PROTEIN 2	ITM2C_HUMAN
PTHR10965	60S RIBOSOMAL PROTEIN L38	RL38_HUMAN
PTHR10966	TRANSCRIPTION INITIATION FACTOR IIA SUBUNIT 2	T2AG_HUMAN
PTHR10969	MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3-RELATED	GBRAP_HUMAN
PTHR10969	MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3-RELATED	GBRL1_HUMAN
PTHR10969	MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3-RELATED	GBRL2_HUMAN
PTHR10969	MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3-RELATED	GBRL3_HUMAN
PTHR10969	MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3-RELATED	MLP3A_HUMAN
PTHR10969	MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3-RELATED	MLP3B_HUMAN
PTHR10969	MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3-RELATED	MLP3C_HUMAN
PTHR10969	MICROTUBULE-ASSOCIATED PROTEINS 1A/1B LIGHT CHAIN 3-RELATED	MP3B2_HUMAN
PTHR10970	CLUSTERIN	CLUL1_HUMAN
PTHR10970	CLUSTERIN	CLUS_HUMAN
PTHR10971	MRNA EXPORT FACTOR AND BUB3	BUB3_HUMAN
PTHR10971	MRNA EXPORT FACTOR AND BUB3	RAE1L_HUMAN
PTHR10971	MRNA EXPORT FACTOR AND BUB3	WDR92_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSB10_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSB11_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBL1_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBL2_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBL3_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBL5_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBL6_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBL7_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBL8_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBL9_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBP1_HUMAN
PTHR10972	OXYSTEROL-BINDING PROTEIN-RELATED	OSBP2_HUMAN
PTHR10977	DIPHOSPHOMEVALONATE DECARBOXYLASE	MVD1_HUMAN
PTHR10978	SUCCINATE DEHYDROGENASE CYTOCHROME B560 SUBUNIT	C560_HUMAN
PTHR10980	RHO GDP-DISSOCIATION INHIBITOR	GDIR1_HUMAN
PTHR10980	RHO GDP-DISSOCIATION INHIBITOR	GDIR2_HUMAN
PTHR10980	RHO GDP-DISSOCIATION INHIBITOR	GDIR3_HUMAN
PTHR10981	BATTENIN	CLN3_HUMAN
PTHR10982	MALONYL COA-ACYL CARRIER PROTEIN TRANSACYLASE	FABD_HUMAN
PTHR10983	1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE-RELATED	LCLT1_HUMAN
PTHR10983	1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE-RELATED	LGAT1_HUMAN
PTHR10983	1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE-RELATED	PLCC_HUMAN
PTHR10983	1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE-RELATED	PLCD_HUMAN
PTHR10983	1-ACYLGLYCEROL-3-PHOSPHATE ACYLTRANSFERASE-RELATED	PLCE_HUMAN
PTHR10984	ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT PROTEIN	ERGI1_HUMAN
PTHR10984	ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT PROTEIN	ERGI2_HUMAN
PTHR10984	ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT PROTEIN	ERGI3_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	BHE40_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	BHE41_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HELT_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HES1_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HES2_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HES3_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HES4_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HES5_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HES6_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HES7_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HEY1_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HEY2_HUMAN
PTHR10985	BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR, HES-RELATED	HEYL_HUMAN
PTHR10986	39S RIBOSOMAL PROTEIN L20	RM20_HUMAN
PTHR10989	ANDROGEN-INDUCED PROTEIN 1-RELATED	ADTRP_HUMAN
PTHR10989	ANDROGEN-INDUCED PROTEIN 1-RELATED	AIG1_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	ABHD4_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	ABHD5_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	ABHD6_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	ABHD8_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	ABHDB_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	ABHEA_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	ABHEB_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	BPHL_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	EPHX3_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	EPHX4_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	HYES_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	MEST_HUMAN
PTHR10992	ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN	SEHL2_HUMAN
PTHR10993	OCTANOYLTRANSFERASE	LIPT2_HUMAN
PTHR10994	RETICULON	PRR18_HUMAN
PTHR10994	RETICULON	RTN1_HUMAN
PTHR10994	RETICULON	RTN2_HUMAN
PTHR10994	RETICULON	RTN3_HUMAN
PTHR10994	RETICULON	RTN4_HUMAN
PTHR10996	2-HYDROXYACID DEHYDROGENASE-RELATED	CTBP1_HUMAN
PTHR10996	2-HYDROXYACID DEHYDROGENASE-RELATED	CTBP2_HUMAN
PTHR10996	2-HYDROXYACID DEHYDROGENASE-RELATED	GRHPR_HUMAN
PTHR10996	2-HYDROXYACID DEHYDROGENASE-RELATED	SERA_HUMAN
PTHR10997	IMPORTIN-7, 8, 11	IPO11_HUMAN
PTHR10997	IMPORTIN-7, 8, 11	IPO7_HUMAN
PTHR10997	IMPORTIN-7, 8, 11	IPO8_HUMAN
PTHR10997	IMPORTIN-7, 8, 11	IPO9_HUMAN
PTHR10997	IMPORTIN-7, 8, 11	XPO2_HUMAN
PTHR11001	MITOCHONDRIAL FISSION PROCESS PROTEIN 1	MTFP1_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNK1_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNK2_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNK3_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNK4_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNK5_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNK6_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNK7_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNK9_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNKA_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNKC_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNKD_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNKF_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNKG_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNKH_HUMAN
PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	KCNKI_HUMAN
PTHR11005	LYSOSOMAL ACID LIPASE-RELATED	LICH_HUMAN
PTHR11005	LYSOSOMAL ACID LIPASE-RELATED	LIPG_HUMAN
PTHR11005	LYSOSOMAL ACID LIPASE-RELATED	LIPJ_HUMAN
PTHR11005	LYSOSOMAL ACID LIPASE-RELATED	LIPK_HUMAN
PTHR11005	LYSOSOMAL ACID LIPASE-RELATED	LIPM_HUMAN
PTHR11005	LYSOSOMAL ACID LIPASE-RELATED	LIPN_HUMAN
PTHR11006	PROTEIN ARGININE N-METHYLTRANSFERASE	ANM10_HUMAN
PTHR11006	PROTEIN ARGININE N-METHYLTRANSFERASE	ANM1_HUMAN
PTHR11006	PROTEIN ARGININE N-METHYLTRANSFERASE	ANM2_HUMAN
PTHR11006	PROTEIN ARGININE N-METHYLTRANSFERASE	ANM3_HUMAN
PTHR11006	PROTEIN ARGININE N-METHYLTRANSFERASE	ANM6_HUMAN
PTHR11006	PROTEIN ARGININE N-METHYLTRANSFERASE	ANM7_HUMAN
PTHR11006	PROTEIN ARGININE N-METHYLTRANSFERASE	ANM8_HUMAN
PTHR11006	PROTEIN ARGININE N-METHYLTRANSFERASE	CARM1_HUMAN
PTHR11009	DER1-LIKE PROTEIN, DERLIN	DERL1_HUMAN
PTHR11009	DER1-LIKE PROTEIN, DERLIN	DERL2_HUMAN
PTHR11009	DER1-LIKE PROTEIN, DERLIN	DERL3_HUMAN
