ID	KO	PathID	PathName
GNA13_HUMAN	K04639	path:ko04371	Apelin signaling pathway
GNA13_HUMAN	K04639	path:ko04022	cGMP-PKG signaling pathway
GNA13_HUMAN	K04639	path:ko04928	Parathyroid hormone synthesis, secretion and action
GNA13_HUMAN	K04639	path:ko04270	Vascular smooth muscle contraction
GNA13_HUMAN	K04639	path:ko04071	Sphingolipid signaling pathway
GNA13_HUMAN	K04639	path:ko04730	Long-term depression
GPDM_HUMAN	K00111	path:ko00564	Glycerophospholipid metabolism
GNA1_HUMAN	K00621	path:ko00520	Amino sugar and nucleotide sugar metabolism
GYS2_HUMAN	K00693	path:ko04152	AMPK signaling pathway
GYS2_HUMAN	K00693	path:ko04922	Glucagon signaling pathway
GYS2_HUMAN	K00693	path:ko04151	PI3K-Akt signaling pathway
GYS2_HUMAN	K00693	path:ko04931	Insulin resistance
GYS2_HUMAN	K00693	path:ko04910	Insulin signaling pathway
GYS2_HUMAN	K00693	path:ko00500	Starch and sucrose metabolism
GXLT2_HUMAN	K13676	path:ko00514	Other types of O-glycan biosynthesis
H2B1M_HUMAN	K11252	path:ko05034	Alcoholism
H2B1M_HUMAN	K11252	path:ko05203	Viral carcinogenesis
H2B1M_HUMAN	K11252	path:ko05322	Systemic lupus erythematosus
H2B1N_HUMAN	K11252	path:ko05034	Alcoholism
H2B1N_HUMAN	K11252	path:ko05203	Viral carcinogenesis
H2B1N_HUMAN	K11252	path:ko05322	Systemic lupus erythematosus
HEPC_HUMAN	K23106	path:ko04350	TGF-beta signaling pathway
HYAL3_HUMAN	K01197	path:ko04142	Lysosome
HYAL3_HUMAN	K01197	path:ko00531	Glycosaminoglycan degradation
HTD2_HUMAN	K22540	path:ko00061	Fatty acid biosynthesis
HTD2_HUMAN	K22540	path:ko01212	Fatty acid metabolism
HNMT_HUMAN	K00546	path:ko00340	Histidine metabolism
HXA9_HUMAN	K21950	path:ko05202	Transcriptional misregulation in cancer
I13R2_HUMAN	K05077	path:ko04630	JAK-STAT signaling pathway
I13R2_HUMAN	K05077	path:ko04060	Cytokine-cytokine receptor interaction
IL15_HUMAN	K05433	path:ko04672	Intestinal immune network for IgA production
IL15_HUMAN	K05433	path:ko04668	TNF signaling pathway
IL15_HUMAN	K05433	path:ko05200	Pathways in cancer
IL15_HUMAN	K05433	path:ko05166	Human T-cell leukemia virus 1 infection
IL15_HUMAN	K05433	path:ko04630	JAK-STAT signaling pathway
IL15_HUMAN	K05433	path:ko04060	Cytokine-cytokine receptor interaction
IL15_HUMAN	K05433	path:ko05323	Rheumatoid arthritis
IL17D_HUMAN	K05492	path:ko04659	Th17 cell differentiation
IL17D_HUMAN	K05492	path:ko04657	IL-17 signaling pathway
IL17D_HUMAN	K05492	path:ko04630	JAK-STAT signaling pathway
IL17D_HUMAN	K05492	path:ko04060	Cytokine-cytokine receptor interaction
IL17D_HUMAN	K05492	path:ko04625	C-type lectin receptor signaling pathway
INMT_HUMAN	K00562	path:ko00450	Selenocompound metabolism
INMT_HUMAN	K00562	path:ko00380	Tryptophan metabolism
IMA4_HUMAN	K23583	path:ko05132	Salmonella infection
IF2B_HUMAN	K03238	path:ko03013	RNA transport
IFNG_HUMAN	K04687	path:ko05330	Allograft rejection
IFNG_HUMAN	K04687	path:ko05152	Tuberculosis
IFNG_HUMAN	K04687	path:ko05168	Herpes simplex virus 1 infection
IFNG_HUMAN	K04687	path:ko05145	Toxoplasmosis
IFNG_HUMAN	K04687	path:ko04060	Cytokine-cytokine receptor interaction
IFNG_HUMAN	K04687	path:ko03050	Proteasome
IFNG_HUMAN	K04687	path:ko04650	Natural killer cell mediated cytotoxicity
IFNG_HUMAN	K04687	path:ko05332	Graft-versus-host disease
IFNG_HUMAN	K04687	path:ko05144	Malaria
IFNG_HUMAN	K04687	path:ko04940	Type I diabetes mellitus
IFNG_HUMAN	K04687	path:ko05321	Inflammatory bowel disease (IBD)
IFNG_HUMAN	K04687	path:ko04660	T cell receptor signaling pathway
IFNG_HUMAN	K04687	path:ko04657	IL-17 signaling pathway
IFNG_HUMAN	K04687	path:ko04380	Osteoclast differentiation
IFNG_HUMAN	K04687	path:ko04630	JAK-STAT signaling pathway
IFNG_HUMAN	K04687	path:ko05322	Systemic lupus erythematosus
IFNG_HUMAN	K04687	path:ko04066	HIF-1 signaling pathway
IFNG_HUMAN	K04687	path:ko05160	Hepatitis C
IFNG_HUMAN	K04687	path:ko05200	Pathways in cancer
IFNG_HUMAN	K04687	path:ko04659	Th17 cell differentiation
IFNG_HUMAN	K04687	path:ko05142	Chagas disease (American trypanosomiasis)
IFNG_HUMAN	K04687	path:ko04217	Necroptosis
IFNG_HUMAN	K04687	path:ko05323	Rheumatoid arthritis
IFNG_HUMAN	K04687	path:ko05164	Influenza A
IFNG_HUMAN	K04687	path:ko04612	Antigen processing and presentation
IFNG_HUMAN	K04687	path:ko04658	Th1 and Th2 cell differentiation
IFNG_HUMAN	K04687	path:ko05140	Leishmaniasis
IFNG_HUMAN	K04687	path:ko05143	African trypanosomiasis
IFNG_HUMAN	K04687	path:ko04350	TGF-beta signaling pathway
IFNG_HUMAN	K04687	path:ko05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
IFNG_HUMAN	K04687	path:ko05146	Amoebiasis
IFNG_HUMAN	K04687	path:ko05418	Fluid shear stress and atherosclerosis
IL8_HUMAN	K10030	path:ko05131	Shigellosis
IL8_HUMAN	K10030	path:ko04072	Phospholipase D signaling pathway
IL8_HUMAN	K10030	path:ko05130	Pathogenic Escherichia coli infection
IL8_HUMAN	K10030	path:ko05120	Epithelial cell signaling in Helicobacter pylori infection
IL8_HUMAN	K10030	path:ko05132	Salmonella infection
IL8_HUMAN	K10030	path:ko04060	Cytokine-cytokine receptor interaction
IL8_HUMAN	K10030	path:ko05202	Transcriptional misregulation in cancer
IL8_HUMAN	K10030	path:ko05161	Hepatitis B
IL8_HUMAN	K10030	path:ko04932	Non-alcoholic fatty liver disease (NAFLD)
IL8_HUMAN	K10030	path:ko05144	Malaria
IL8_HUMAN	K10030	path:ko05167	Kaposi sarcoma-associated herpesvirus infection
IL8_HUMAN	K10030	path:ko04218	Cellular senescence
IL8_HUMAN	K10030	path:ko05134	Legionellosis
IL8_HUMAN	K10030	path:ko04657	IL-17 signaling pathway
IL8_HUMAN	K10030	path:ko05219	Bladder cancer
IL8_HUMAN	K10030	path:ko04933	AGE-RAGE signaling pathway in diabetic complications
IL8_HUMAN	K10030	path:ko04061	Viral protein interaction with cytokine and cytokine receptor
IL8_HUMAN	K10030	path:ko04622	RIG-I-like receptor signaling pathway
IL8_HUMAN	K10030	path:ko05200	Pathways in cancer
IL8_HUMAN	K10030	path:ko05163	Human cytomegalovirus infection
IL8_HUMAN	K10030	path:ko05142	Chagas disease (American trypanosomiasis)
IL8_HUMAN	K10030	path:ko04064	NF-kappa B signaling pathway
IL8_HUMAN	K10030	path:ko05323	Rheumatoid arthritis
IL8_HUMAN	K10030	path:ko05164	Influenza A
IL8_HUMAN	K10030	path:ko05135	Yersinia infection
IL8_HUMAN	K10030	path:ko05146	Amoebiasis
IL8_HUMAN	K10030	path:ko05133	Pertussis
IL8_HUMAN	K10030	path:ko04621	NOD-like receptor signaling pathway
IL8_HUMAN	K10030	path:ko04062	Chemokine signaling pathway
IL8_HUMAN	K10030	path:ko04620	Toll-like receptor signaling pathway
IFNA8_HUMAN	K05414	path:ko05152	Tuberculosis
IFNA8_HUMAN	K05414	path:ko05168	Herpes simplex virus 1 infection
IFNA8_HUMAN	K05414	path:ko04623	Cytosolic DNA-sensing pathway
IFNA8_HUMAN	K05414	path:ko05169	Epstein-Barr virus infection
IFNA8_HUMAN	K05414	path:ko04060	Cytokine-cytokine receptor interaction
IFNA8_HUMAN	K05414	path:ko04650	Natural killer cell mediated cytotoxicity
IFNA8_HUMAN	K05414	path:ko05161	Hepatitis B
IFNA8_HUMAN	K05414	path:ko05170	Human immunodeficiency virus 1 infection
IFNA8_HUMAN	K05414	path:ko05167	Kaposi sarcoma-associated herpesvirus infection
IFNA8_HUMAN	K05414	path:ko04630	JAK-STAT signaling pathway
IFNA8_HUMAN	K05414	path:ko05162	Measles
IFNA8_HUMAN	K05414	path:ko05320	Autoimmune thyroid disease
IFNA8_HUMAN	K05414	path:ko04151	PI3K-Akt signaling pathway
IFNA8_HUMAN	K05414	path:ko05160	Hepatitis C
IFNA8_HUMAN	K05414	path:ko04622	RIG-I-like receptor signaling pathway
IFNA8_HUMAN	K05414	path:ko05165	Human papillomavirus infection
IFNA8_HUMAN	K05414	path:ko05200	Pathways in cancer
IFNA8_HUMAN	K05414	path:ko05163	Human cytomegalovirus infection
IFNA8_HUMAN	K05414	path:ko04217	Necroptosis
IFNA8_HUMAN	K05414	path:ko05164	Influenza A
IFNA8_HUMAN	K05414	path:ko04621	NOD-like receptor signaling pathway
IFNA8_HUMAN	K05414	path:ko04620	Toll-like receptor signaling pathway
ITA4_HUMAN	K06483	path:ko04151	PI3K-Akt signaling pathway
ITA4_HUMAN	K06483	path:ko05165	Human papillomavirus infection
ITA4_HUMAN	K06483	path:ko04810	Regulation of actin cytoskeleton
ITA4_HUMAN	K06483	path:ko04510	Focal adhesion
ITA4_HUMAN	K06483	path:ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
ITA4_HUMAN	K06483	path:ko04640	Hematopoietic cell lineage
ITA4_HUMAN	K06483	path:ko05135	Yersinia infection
ITA4_HUMAN	K06483	path:ko04514	Cell adhesion molecules (CAMs)
ITA4_HUMAN	K06483	path:ko05414	Dilated cardiomyopathy (DCM)
ITA4_HUMAN	K06483	path:ko04512	ECM-receptor interaction
ITA4_HUMAN	K06483	path:ko05410	Hypertrophic cardiomyopathy (HCM)
ITA4_HUMAN	K06483	path:ko05140	Leishmaniasis
ITA4_HUMAN	K06483	path:ko04672	Intestinal immune network for IgA production
ITA4_HUMAN	K06483	path:ko04670	Leukocyte transendothelial migration
K1H2_HUMAN	K07604	path:ko04915	Estrogen signaling pathway
K1H2_HUMAN	K07604	path:ko05150	Staphylococcus aureus infection
IP3KB_HUMAN	K00911	path:ko04020	Calcium signaling pathway
IP3KB_HUMAN	K00911	path:ko00562	Inositol phosphate metabolism
IP3KB_HUMAN	K00911	path:ko04070	Phosphatidylinositol signaling system
IRF8_HUMAN	K10155	path:ko05133	Pertussis
KI2S5_HUMAN	K07982	path:ko04612	Antigen processing and presentation
KI2S5_HUMAN	K07982	path:ko04650	Natural killer cell mediated cytotoxicity
KIF23_HUMAN	K17387	path:ko05206	MicroRNAs in cancer
LATS2_HUMAN	K08791	path:ko04214	Apoptosis - fly
LATS2_HUMAN	K08791	path:ko04390	Hippo signaling pathway
LATS2_HUMAN	K08791	path:ko04392	Hippo signaling pathway - multiple species
LATS2_HUMAN	K08791	path:ko04391	Hippo signaling pathway - fly
LRRC4_HUMAN	K16351	path:ko04514	Cell adhesion molecules (CAMs)
LRRC4_HUMAN	K16351	path:ko04360	Axon guidance
MAT2B_HUMAN	K00789	path:ko01230	Biosynthesis of amino acids
MAT2B_HUMAN	K00789	path:ko00270	Cysteine and methionine metabolism
MGT4B_HUMAN	K00738	path:ko00513	Various types of N-glycan biosynthesis
MGT4B_HUMAN	K00738	path:ko00510	N-Glycan biosynthesis
MATK_HUMAN	K08888	path:ko04722	Neurotrophin signaling pathway
MED27_HUMAN	K15170	path:ko04919	Thyroid hormone signaling pathway
MIF_HUMAN	K07253	path:ko00350	Tyrosine metabolism
MIF_HUMAN	K07253	path:ko00360	Phenylalanine metabolism
MTDC_HUMAN	K13403	path:ko00670	One carbon pool by folate
MOGS_HUMAN	K01228	path:ko04141	Protein processing in endoplasmic reticulum
MOGS_HUMAN	K01228	path:ko00510	N-Glycan biosynthesis
NDUB1_HUMAN	K03957	path:ko04932	Non-alcoholic fatty liver disease (NAFLD)
NDUB1_HUMAN	K03957	path:ko05012	Parkinson disease
NDUB1_HUMAN	K03957	path:ko05016	Huntington disease
NDUB1_HUMAN	K03957	path:ko00190	Oxidative phosphorylation
NDUB1_HUMAN	K03957	path:ko05010	Alzheimer disease
NDUB1_HUMAN	K03957	path:ko04714	Thermogenesis
NDUB1_HUMAN	K03957	path:ko04723	Retrograde endocannabinoid signaling
NPBW1_HUMAN	K05268	path:ko04080	Neuroactive ligand-receptor interaction
NET1_HUMAN	K06843	path:ko04360	Axon guidance
NET1_HUMAN	K06843	path:ko04361	Axon regeneration
NMBR_HUMAN	K04168	path:ko04080	Neuroactive ligand-receptor interaction
NFM_HUMAN	K04573	path:ko05014	Amyotrophic lateral sclerosis (ALS)
NR0B1_HUMAN	K08562	path:ko04927	Cortisol synthesis and secretion
NR4A1_HUMAN	K04465	path:ko04925	Aldosterone synthesis and secretion
NR4A1_HUMAN	K04465	path:ko04151	PI3K-Akt signaling pathway
NR4A1_HUMAN	K04465	path:ko04010	MAPK signaling pathway
NR4A1_HUMAN	K04465	path:ko04927	Cortisol synthesis and secretion
NR4A1_HUMAN	K04465	path:ko04934	Cushing syndrome
NR4A2_HUMAN	K08558	path:ko04925	Aldosterone synthesis and secretion
NR4A2_HUMAN	K08558	path:ko04928	Parathyroid hormone synthesis, secretion and action
NRP1_HUMAN	K06724	path:ko04360	Axon guidance
NRP1_HUMAN	K06724	path:ko05166	Human T-cell leukemia virus 1 infection
NUMBL_HUMAN	K06057	path:ko04330	Notch signaling pathway
CAR17_HUMAN	K12806	path:ko04621	NOD-like receptor signaling pathway
CEL3B_HUMAN	K01345	path:ko04972	Pancreatic secretion
CEL3B_HUMAN	K01345	path:ko04974	Protein digestion and absorption
CFTR_HUMAN	K05031	path:ko04152	AMPK signaling pathway
CFTR_HUMAN	K05031	path:ko04971	Gastric acid secretion
CFTR_HUMAN	K05031	path:ko04530	Tight junction
CFTR_HUMAN	K05031	path:ko04024	cAMP signaling pathway
CFTR_HUMAN	K05031	path:ko05110	Vibrio cholerae infection
CFTR_HUMAN	K05031	path:ko04976	Bile secretion
CFTR_HUMAN	K05031	path:ko04972	Pancreatic secretion
CFTR_HUMAN	K05031	path:ko02010	ABC transporters
CHAC2_HUMAN	K07232	path:ko00480	Glutathione metabolism
CDC26_HUMAN	K03359	path:ko04110	Cell cycle
CDC26_HUMAN	K03359	path:ko04914	Progesterone-mediated oocyte maturation
CDC26_HUMAN	K03359	path:ko05166	Human T-cell leukemia virus 1 infection
CDC26_HUMAN	K03359	path:ko04120	Ubiquitin mediated proteolysis
CDC26_HUMAN	K03359	path:ko04114	Oocyte meiosis
CDC26_HUMAN	K03359	path:ko04113	Meiosis - yeast
CDC26_HUMAN	K03359	path:ko04111	Cell cycle - yeast
CLK1_HUMAN	K23561	path:ko05134	Legionellosis
CO4A4_HUMAN	K06237	path:ko04933	AGE-RAGE signaling pathway in diabetic complications
CO4A4_HUMAN	K06237	path:ko04151	PI3K-Akt signaling pathway
CO4A4_HUMAN	K06237	path:ko05165	Human papillomavirus infection
CO4A4_HUMAN	K06237	path:ko04510	Focal adhesion
CO4A4_HUMAN	K06237	path:ko05200	Pathways in cancer
CO4A4_HUMAN	K06237	path:ko04512	ECM-receptor interaction
CO4A4_HUMAN	K06237	path:ko05222	Small cell lung cancer
CO4A4_HUMAN	K06237	path:ko04974	Protein digestion and absorption
CO4A4_HUMAN	K06237	path:ko05146	Amoebiasis
CO4A4_HUMAN	K06237	path:ko04926	Relaxin signaling pathway
CLC4D_HUMAN	K10058	path:ko04625	C-type lectin receptor signaling pathway
COR1A_HUMAN	K13882	path:ko05152	Tuberculosis
COR1A_HUMAN	K13882	path:ko04145	Phagosome
CRTC1_HUMAN	K15309	path:ko05166	Human T-cell leukemia virus 1 infection
COX2_HUMAN	K02261	path:ko04932	Non-alcoholic fatty liver disease (NAFLD)
COX2_HUMAN	K02261	path:ko05012	Parkinson disease
COX2_HUMAN	K02261	path:ko05016	Huntington disease
COX2_HUMAN	K02261	path:ko04260	Cardiac muscle contraction
COX2_HUMAN	K02261	path:ko00190	Oxidative phosphorylation
COX2_HUMAN	K02261	path:ko05010	Alzheimer disease
COX2_HUMAN	K02261	path:ko04714	Thermogenesis
COLA1_HUMAN	K16629	path:ko04974	Protein digestion and absorption
CP2E1_HUMAN	K07415	path:ko00140	Steroid hormone biosynthesis
CP2E1_HUMAN	K07415	path:ko00591	Linoleic acid metabolism
CP2E1_HUMAN	K07415	path:ko00982	Drug metabolism - cytochrome P450
CP2E1_HUMAN	K07415	path:ko00590	Arachidonic acid metabolism
CP2E1_HUMAN	K07415	path:ko00980	Metabolism of xenobiotics by cytochrome P450
CP2E1_HUMAN	K07415	path:ko04932	Non-alcoholic fatty liver disease (NAFLD)
CP2E1_HUMAN	K07415	path:ko00983	Drug metabolism - other enzymes
CP2E1_HUMAN	K07415	path:ko05204	Chemical carcinogenesis
CPLX3_HUMAN	K15295	path:ko04721	Synaptic vesicle cycle
COX18_HUMAN	K17797	path:ko04714	Thermogenesis
CTNA1_HUMAN	K05691	path:ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
CTNA1_HUMAN	K05691	path:ko05200	Pathways in cancer
CTNA1_HUMAN	K05691	path:ko04520	Adherens junction
CTNA1_HUMAN	K05691	path:ko05213	Endometrial cancer
CTNA1_HUMAN	K05691	path:ko04390	Hippo signaling pathway
CTNA1_HUMAN	K05691	path:ko04670	Leukocyte transendothelial migration
CTNA1_HUMAN	K05691	path:ko05100	Bacterial invasion of epithelial cells
CTNA1_HUMAN	K05691	path:ko05226	Gastric cancer
DAF_HUMAN	K04006	path:ko05416	Viral myocarditis
DAF_HUMAN	K04006	path:ko04640	Hematopoietic cell lineage
DAF_HUMAN	K04006	path:ko04610	Complement and coagulation cascades
DHRS9_HUMAN	K11149	path:ko00830	Retinol metabolism
DYLT3_HUMAN	K10420	path:ko05132	Salmonella infection
DUS16_HUMAN	K04459	path:ko04010	MAPK signaling pathway
DUS16_HUMAN	K04459	path:ko04361	Axon regeneration
DSPP_HUMAN	K23573	path:ko04512	ECM-receptor interaction
FANCJ_HUMAN	K15362	path:ko03460	Fanconi anemia pathway
FANCJ_HUMAN	K15362	path:ko03440	Homologous recombination
EXTL1_HUMAN	K02368	path:ko00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin
EXOS6_HUMAN	K12587	path:ko03018	RNA degradation
GRIA2_HUMAN	K05198	path:ko04724	Glutamatergic synapse
GRIA2_HUMAN	K05198	path:ko05030	Cocaine addiction
GRIA2_HUMAN	K05198	path:ko05017	Spinocerebellar ataxia
GRIA2_HUMAN	K05198	path:ko04024	cAMP signaling pathway
GRIA2_HUMAN	K05198	path:ko04713	Circadian entrainment
GRIA2_HUMAN	K05198	path:ko05031	Amphetamine addiction
GRIA2_HUMAN	K05198	path:ko04080	Neuroactive ligand-receptor interaction
GRIA2_HUMAN	K05198	path:ko04720	Long-term potentiation
GRIA2_HUMAN	K05198	path:ko05016	Huntington disease
GRIA2_HUMAN	K05198	path:ko05014	Amyotrophic lateral sclerosis (ALS)
GRIA2_HUMAN	K05198	path:ko05033	Nicotine addiction
GRIA2_HUMAN	K05198	path:ko04728	Dopaminergic synapse
GRIA2_HUMAN	K05198	path:ko04730	Long-term depression
GRIA2_HUMAN	K05198	path:ko04723	Retrograde endocannabinoid signaling
HDA10_HUMAN	K18671	path:ko05034	Alcoholism
HDA10_HUMAN	K18671	path:ko05203	Viral carcinogenesis
H3C_HUMAN	K11253	path:ko05131	Shigellosis
H3C_HUMAN	K11253	path:ko05034	Alcoholism
H3C_HUMAN	K11253	path:ko05322	Systemic lupus erythematosus
H3C_HUMAN	K11253	path:ko05202	Transcriptional misregulation in cancer
GTR1_HUMAN	K07299	path:ko04922	Glucagon signaling pathway
GTR1_HUMAN	K07299	path:ko04066	HIF-1 signaling pathway
GTR1_HUMAN	K07299	path:ko05200	Pathways in cancer
GTR1_HUMAN	K07299	path:ko05211	Renal cell carcinoma
GTR1_HUMAN	K07299	path:ko04919	Thyroid hormone signaling pathway
GTR1_HUMAN	K07299	path:ko04920	Adipocytokine signaling pathway
GTR1_HUMAN	K07299	path:ko04931	Insulin resistance
GTR1_HUMAN	K07299	path:ko04976	Bile secretion
GTR1_HUMAN	K07299	path:ko05166	Human T-cell leukemia virus 1 infection
GTR1_HUMAN	K07299	path:ko05230	Central carbon metabolism in cancer
GTR1_HUMAN	K07299	path:ko04911	Insulin secretion
HES5_HUMAN	K06055	path:ko05165	Human papillomavirus infection
HES5_HUMAN	K06055	path:ko04330	Notch signaling pathway
HES5_HUMAN	K06055	path:ko05200	Pathways in cancer
HES5_HUMAN	K06055	path:ko05224	Breast cancer
I18RA_HUMAN	K05174	path:ko05321	Inflammatory bowel disease (IBD)
I18RA_HUMAN	K05174	path:ko04061	Viral protein interaction with cytokine and cytokine receptor
I18RA_HUMAN	K05174	path:ko04060	Cytokine-cytokine receptor interaction
I17RB_HUMAN	K05165	path:ko04657	IL-17 signaling pathway
I17RB_HUMAN	K05165	path:ko04060	Cytokine-cytokine receptor interaction
HUTU_HUMAN	K01712	path:ko00340	Histidine metabolism
IOD2_HUMAN	K17904	path:ko04919	Thyroid hormone signaling pathway
IMA5_HUMAN	K15042	path:ko05164	Influenza A
IGF1_HUMAN	K05459	path:ko05205	Proteoglycans in cancer
IGF1_HUMAN	K05459	path:ko04913	Ovarian steroidogenesis
IGF1_HUMAN	K05459	path:ko04010	MAPK signaling pathway
IGF1_HUMAN	K05459	path:ko04550	Signaling pathways regulating pluripotency of stem cells
IGF1_HUMAN	K05459	path:ko04510	Focal adhesion
IGF1_HUMAN	K05459	path:ko04150	mTOR signaling pathway
IGF1_HUMAN	K05459	path:ko01522	Endocrine resistance
IGF1_HUMAN	K05459	path:ko05214	Glioma
IGF1_HUMAN	K05459	path:ko04211	Longevity regulating pathway
IGF1_HUMAN	K05459	path:ko05224	Breast cancer
IGF1_HUMAN	K05459	path:ko05202	Transcriptional misregulation in cancer
IGF1_HUMAN	K05459	path:ko04750	Inflammatory mediator regulation of TRP channels
IGF1_HUMAN	K05459	path:ko05410	Hypertrophic cardiomyopathy (HCM)
IGF1_HUMAN	K05459	path:ko05215	Prostate cancer
IGF1_HUMAN	K05459	path:ko04730	Long-term depression
IGF1_HUMAN	K05459	path:ko04213	Longevity regulating pathway - multiple species
IGF1_HUMAN	K05459	path:ko01521	EGFR tyrosine kinase inhibitor resistance
IGF1_HUMAN	K05459	path:ko04152	AMPK signaling pathway
IGF1_HUMAN	K05459	path:ko04015	Rap1 signaling pathway
IGF1_HUMAN	K05459	path:ko04066	HIF-1 signaling pathway
IGF1_HUMAN	K05459	path:ko04914	Progesterone-mediated oocyte maturation
IGF1_HUMAN	K05459	path:ko04151	PI3K-Akt signaling pathway
IGF1_HUMAN	K05459	path:ko05200	Pathways in cancer
IGF1_HUMAN	K05459	path:ko04014	Ras signaling pathway
IGF1_HUMAN	K05459	path:ko04114	Oocyte meiosis
IGF1_HUMAN	K05459	path:ko05414	Dilated cardiomyopathy (DCM)
IGF1_HUMAN	K05459	path:ko04935	Growth hormone synthesis, secretion and action
IGF1_HUMAN	K05459	path:ko04068	FoxO signaling pathway
IGF1_HUMAN	K05459	path:ko05218	Melanoma
IGF1_HUMAN	K05459	path:ko04115	p53 signaling pathway
IGF1_HUMAN	K05459	path:ko04960	Aldosterone-regulated sodium reabsorption
IFNK_HUMAN	K05441	path:ko04622	RIG-I-like receptor signaling pathway
IFNK_HUMAN	K05441	path:ko04630	JAK-STAT signaling pathway
IFNK_HUMAN	K05441	path:ko04060	Cytokine-cytokine receptor interaction
JUN_HUMAN	K04448	path:ko04024	cAMP signaling pathway
JUN_HUMAN	K04448	path:ko04010	MAPK signaling pathway
JUN_HUMAN	K04448	path:ko05231	Choline metabolism in cancer
JUN_HUMAN	K04448	path:ko04510	Focal adhesion
JUN_HUMAN	K04448	path:ko05120	Epithelial cell signaling in Helicobacter pylori infection
JUN_HUMAN	K04448	path:ko04921	Oxytocin signaling pathway
JUN_HUMAN	K04448	path:ko05224	Breast cancer
JUN_HUMAN	K04448	path:ko05161	Hepatitis B
JUN_HUMAN	K04448	path:ko04530	Tight junction
JUN_HUMAN	K04448	path:ko05167	Kaposi sarcoma-associated herpesvirus infection
JUN_HUMAN	K04448	path:ko04660	T cell receptor signaling pathway
JUN_HUMAN	K04448	path:ko04624	Toll and Imd signaling pathway
JUN_HUMAN	K04448	path:ko04926	Relaxin signaling pathway
JUN_HUMAN	K04448	path:ko04915	Estrogen signaling pathway
JUN_HUMAN	K04448	path:ko05030	Cocaine addiction
JUN_HUMAN	K04448	path:ko04933	AGE-RAGE signaling pathway in diabetic complications
JUN_HUMAN	K04448	path:ko05200	Pathways in cancer
JUN_HUMAN	K04448	path:ko05031	Amphetamine addiction
JUN_HUMAN	K04448	path:ko04659	Th17 cell differentiation
JUN_HUMAN	K04448	path:ko05323	Rheumatoid arthritis
JUN_HUMAN	K04448	path:ko04137	Mitophagy - animal
JUN_HUMAN	K04448	path:ko04912	GnRH signaling pathway
JUN_HUMAN	K04448	path:ko04722	Neurotrophin signaling pathway
JUN_HUMAN	K04448	path:ko04662	B cell receptor signaling pathway
JUN_HUMAN	K04448	path:ko05203	Viral carcinogenesis
JUN_HUMAN	K04448	path:ko05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
JUN_HUMAN	K04448	path:ko05133	Pertussis
JUN_HUMAN	K04448	path:ko05418	Fluid shear stress and atherosclerosis
JUN_HUMAN	K04448	path:ko05131	Shigellosis
JUN_HUMAN	K04448	path:ko05130	Pathogenic Escherichia coli infection
JUN_HUMAN	K04448	path:ko05169	Epstein-Barr virus infection
JUN_HUMAN	K04448	path:ko05132	Salmonella infection
JUN_HUMAN	K04448	path:ko01522	Endocrine resistance
JUN_HUMAN	K04448	path:ko04625	C-type lectin receptor signaling pathway
JUN_HUMAN	K04448	path:ko04932	Non-alcoholic fatty liver disease (NAFLD)
JUN_HUMAN	K04448	path:ko05210	Colorectal cancer
JUN_HUMAN	K04448	path:ko05170	Human immunodeficiency virus 1 infection
JUN_HUMAN	K04448	path:ko04013	MAPK signaling pathway - fly
JUN_HUMAN	K04448	path:ko05321	Inflammatory bowel disease (IBD)
JUN_HUMAN	K04448	path:ko04668	TNF signaling pathway
JUN_HUMAN	K04448	path:ko04380	Osteoclast differentiation
JUN_HUMAN	K04448	path:ko04310	Wnt signaling pathway
JUN_HUMAN	K04448	path:ko04657	IL-17 signaling pathway
JUN_HUMAN	K04448	path:ko05162	Measles
JUN_HUMAN	K04448	path:ko05142	Chagas disease (American trypanosomiasis)
JUN_HUMAN	K04448	path:ko05211	Renal cell carcinoma
JUN_HUMAN	K04448	path:ko05135	Yersinia infection
JUN_HUMAN	K04448	path:ko04210	Apoptosis
JUN_HUMAN	K04448	path:ko04214	Apoptosis - fly
JUN_HUMAN	K04448	path:ko05140	Leishmaniasis
JUN_HUMAN	K04448	path:ko04658	Th1 and Th2 cell differentiation
JUN_HUMAN	K04448	path:ko05166	Human T-cell leukemia virus 1 infection
JUN_HUMAN	K04448	path:ko04621	NOD-like receptor signaling pathway
JUN_HUMAN	K04448	path:ko04620	Toll-like receptor signaling pathway
JUN_HUMAN	K04448	path:ko04012	ErbB signaling pathway
ITPK1_HUMAN	K00913	path:ko00562	Inositol phosphate metabolism
ITPK1_HUMAN	K00913	path:ko04070	Phosphatidylinositol signaling system
JAK3_HUMAN	K11218	path:ko04151	PI3K-Akt signaling pathway
JAK3_HUMAN	K11218	path:ko04550	Signaling pathways regulating pluripotency of stem cells
JAK3_HUMAN	K11218	path:ko05200	Pathways in cancer
JAK3_HUMAN	K11218	path:ko04659	Th17 cell differentiation
JAK3_HUMAN	K11218	path:ko05169	Epstein-Barr virus infection
JAK3_HUMAN	K11218	path:ko04217	Necroptosis
